model,array,horizon,n_seeds,mean_skill_vs_convex,std_skill_vs_convex,mean_skill_vs_persistence,std_skill_vs_persistence,mean_rmse_daylight,std_rmse_daylight
cnn_lstm_residual,array12,3,5,0.23972937182451837,0.0033729334127829665,0.49144573165970656,0.002256196175847067,0.4545758086003449,0.00201672125247097
cnn_lstm_residual,array12,6,5,0.17282592063794386,0.0023160421246838175,0.6325232447236687,0.0010289147910902841,0.5332550487572318,0.0014930849345213904
cnn_lstm_residual,array17,1,5,0.08490483973854693,0.004628140490630413,0.13172149721621512,0.004391362855344381,0.4406333344887609,0.002228525584471738
cnn_lstm_residual,array17,3,5,0.138939852929496,0.007650634356798223,0.3096884159295331,0.006133510579897876,0.6221172211000392,0.005527594561073193
cnn_lstm_residual,array17,6,5,0.10313180082758562,0.016843373340642172,0.37298814218548515,0.011775414514557065,0.7298624361028988,0.013706969998418273
lstm,array11,1,5,0.193814595473984,0.002119792548013925,0.2480977926743452,0.0019770597271743687,0.32168063608160147,0.0008458305141446625
lstm,array11,3,5,0.27215819194007285,0.004234364527546073,0.5294510274722869,0.0027375122666497545,0.4474629053179566,0.002603204477524417
lstm,array11,6,5,0.21044036971701913,0.005520977517406564,0.6652339210145912,0.0023408440917962884,0.5163964841008919,0.0036108905134461015
lstm,array12,1,5,0.19029947447565054,0.001520927890654708,0.24653450609721966,0.001415296950166328,0.31220767023092977,0.0005864456528826573
lstm,array12,3,5,0.2751391634287813,0.004589827697754312,0.5151317718591074,0.0030701915609196227,0.4334038284470326,0.0027443183515454086
lstm,array12,6,5,0.21504883219420204,0.003722845446432849,0.6512810115881474,0.0016538951100903462,0.5060351668455918,0.0024000100820183628
lstm,array17,1,5,0.11898737857916845,0.002200669935822022,0.16406035887859127,0.002088082726228059,0.42422203281288384,0.0010596586825498888
lstm,array17,3,5,0.18061548949588163,0.004647599988059534,0.34309975751021726,0.003725979097741889,0.5920065124620141,0.00335789781839644
lstm,array17,6,5,0.1541534462530731,0.0060938893413862265,0.408658017331586,0.004260314816362541,0.6883415276142416,0.004959146644010504
lstm_residual,array11,1,5,0.16825460630983097,0.005668681323511135,0.22425884425894227,0.005286989786524018,0.3318794731312472,0.0022618928644125807
lstm_residual,array11,3,5,0.2461566920086986,0.0066194786171880435,0.512641084787763,0.004279486046960591,0.46344811882599873,0.00406952596146164
lstm_residual,array11,6,5,0.17718519990879883,0.008720855538047457,0.6511340324492375,0.0036975631755944817,0.5381463964678506,0.005703709973856522
lstm_residual,array12,1,5,0.16270330253909598,0.007117429658945348,0.22085493363487374,0.006623112477076257,0.32284831609444137,0.00274436790122229
lstm_residual,array12,3,5,0.23397652447591838,0.008599105955261399,0.48759758211161514,0.0057520465415760455,0.45801551169859556,0.005141518556666836
lstm_residual,array12,6,5,0.18791827777232034,0.00667439551841851,0.6392281095974442,0.002965137895073947,0.5235254454725636,0.004302788489629978
lstm_residual,array17,1,5,0.08974484977596478,0.00329758294930321,0.136313890282251,0.0031288772035558314,0.438302790241169,0.0015878402966196543
lstm_residual,array17,3,5,0.15628444843272302,0.007914758530371028,0.32359357137962474,0.006345258826835846,0.60958572537087,0.00571842466446086
lstm_residual,array17,6,5,0.12492285641069364,0.01169239497102913,0.3882225436923194,0.008174300638433836,0.7121290914176744,0.009515154941726356
xgboost,array11,1,5,0.1967092270065865,0.002288895186766866,0.24892400302262194,0.00214011450420551,0.3195506149518702,0.0009105269089126286
xgboost,array11,3,5,0.2761417680414967,0.002912067527974808,0.5265746067476302,0.0019045811095893502,0.44825467952423387,0.001803319819923123
xgboost,array11,6,5,0.1947101050693429,0.0018841717277303129,0.6525269328254926,0.000812997820336881,0.5347881367520202,0.0012512670206553372
xgboost,array12,1,5,0.18900338920896764,0.002293685274007386,0.2433208313851488,0.002140063032454825,0.31187753703369353,0.0008820615332660099
xgboost,array12,3,5,0.274953432363522,0.000697513268713898,0.5097521106711055,0.000471630958657686,0.4367561358551534,0.00042017052910719814
xgboost,array12,6,5,0.20017759870944457,0.0026526299344966178,0.6386489453983483,0.0011984293297507417,0.5241383679997242,0.00173831730960634
xgboost,array17,1,5,0.11902492717905691,0.0022455801280568868,0.16281207199997688,0.0021339679550139608,0.4230639954853109,0.0010783779592266197
xgboost,array17,3,5,0.18282202939820313,0.0012156994400545607,0.3403742108861397,0.0009813121881892136,0.5936577405142776,0.0008831728322237726
xgboost,array17,6,5,0.13021712019696233,0.0027013026655942412,0.3850392193549608,0.001909896405834699,0.7181785617438444,0.0022304620017936077
