array,horizon,model_1,model_2,dbar,dm_stat,hln_stat,p_raw,p_holm,n,better_model
array11,3,cnn_lstm,convex_reference,-0.36018942357488964,-21.26755431122232,-21.25310997314137,1.209850432618141e-94,1.8147756489272113e-93,3681,cnn_lstm
array11,3,lstm_residual,cnn_lstm_residual,-4.490331585081148e-05,-0.1436609333686761,-0.14356336281306656,0.8858531335428578,0.8858531335428578,3681,lstm_residual
array11,3,lstm_residual,smart_persistence,-0.8852436108482827,-25.349756835878924,-25.3325399780941,1.205055469305491e-130,2.0485942978193347e-129,3681,lstm_residual
array11,3,lstm_residual,convex_reference,-0.35827212144106574,-21.081795927555504,-21.067477751460828,4.045589666163431e-93,4.8547075993961175e-92,3681,lstm_residual
array11,3,cnn_lstm_residual,smart_persistence,-0.885198707532432,-25.35617899122834,-25.338957771692197,1.049024637169955e-130,1.888244346905919e-129,3681,cnn_lstm_residual
array11,3,cnn_lstm_residual,convex_reference,-0.3582272181252149,-21.113704658107007,-21.099364810479955,2.217656125476282e-93,2.8829529631191663e-92,3681,cnn_lstm_residual
array11,3,smart_persistence,convex_reference,0.5269714894072172,14.871946795682625,14.861846178362212,1.4537960824711696e-48,1.5991756907182865e-47,3681,convex_reference
array11,6,xgboost,lstm,0.002675143890665309,1.6518351261401873,1.6493629766264861,0.09915878360742644,0.49579391803713224,3675,lstm
array11,6,xgboost,cnn_lstm,0.0016249611731333619,0.9482549131174636,0.9468357473149989,0.34378475139475,1.0,3675,cnn_lstm
array11,6,xgboost,lstm_residual,-0.0006245434730767344,-1.0364503948507597,-1.0348992349928186,0.3007840840200155,1.0,3675,xgboost
array11,6,xgboost,cnn_lstm_residual,-0.0006631839905370464,-0.6747922100895923,-0.6737823107312221,0.5004921080831584,1.0,3675,xgboost
array11,6,xgboost,smart_persistence,-2.359774765256253,-28.22006360419999,-28.17782923382505,2.5029860441937914e-158,5.256270692806962e-157,3675,xgboost
array11,6,xgboost,convex_reference,-0.40740503826622065,-13.458951124439627,-13.438808351743566,3.146955925023412e-40,4.091042702530436e-39,3675,xgboost
array11,6,lstm,cnn_lstm,-0.0010501827175319473,-2.7046475444917197,-2.7005997475863035,0.006953202090229848,0.055625616721838786,3675,lstm
array11,6,lstm,lstm_residual,-0.003299687363742044,-2.750122684452106,-2.746006829092574,0.006061927723451223,0.05455734951106101,3675,lstm
array11,6,lstm,cnn_lstm_residual,-0.0033383278812023553,-3.0833099491991716,-3.078695443144131,0.002094440085963003,0.020944400859630032,3675,lstm
array11,6,lstm,smart_persistence,-2.362449909146919,-28.20263162522934,-28.160423343691992,3.747965118405267e-158,7.495930236810534e-157,3675,lstm
array11,6,lstm,convex_reference,-0.41008018215688596,-13.56432111313821,-13.54402064288372,8.078577854816435e-41,1.2117866782224653e-39,3675,lstm
array11,6,cnn_lstm,lstm_residual,-0.002249504646210096,-1.7573837066765352,-1.754753592322448,0.07938481365290921,0.47630888191745524,3675,cnn_lstm
array11,6,cnn_lstm,cnn_lstm_residual,-0.002288145163670408,-2.290189223211793,-2.2867617079078433,0.0222663649201382,0.1558645544409674,3675,cnn_lstm
array11,6,cnn_lstm,smart_persistence,-2.3613997264293864,-28.16805488849907,-28.125898354779373,8.344008966304324e-158,1.4665437600211894e-156,3675,cnn_lstm
array11,6,cnn_lstm,convex_reference,-0.409029999439354,-13.504025114677711,-13.483814883891382,1.7610585980133867e-40,2.4654820372187413e-39,3675,cnn_lstm
array11,6,lstm_residual,cnn_lstm_residual,-3.8640517460311866e-05,-0.060197288675265706,-0.06010719693695014,0.9520735271481697,1.0,3675,lstm_residual
array11,6,lstm_residual,smart_persistence,-2.3591502217831763,-28.199561459398005,-28.15735777269512,4.024103701466847e-158,7.645797032787009e-157,3675,lstm_residual
array11,6,lstm_residual,convex_reference,-0.4067804947931439,-13.433957606346839,-13.413852239147623,4.338744326867171e-40,5.2064931922406055e-39,3675,lstm_residual
array11,6,cnn_lstm_residual,smart_persistence,-2.359111581265716,-28.169085110375068,-28.12692703481716,8.147465333451053e-158,1.4665437600211894e-156,3675,cnn_lstm_residual
array11,6,cnn_lstm_residual,convex_reference,-0.4067418542756836,-13.406204777020106,-13.38614094492475,6.1938877407498575e-40,6.813276514824843e-39,3675,cnn_lstm_residual
array11,6,smart_persistence,convex_reference,1.9523697269900322,20.900697323302342,20.869417174390293,1.69695138670522e-91,2.715122218728352e-90,3675,convex_reference
array12,1,xgboost,lstm,0.00127359369379495,3.0175373383200483,3.01712820845059,0.002569250376744699,0.015415502260468195,3688,lstm
array12,1,xgboost,cnn_lstm,0.0010162007279824706,2.383525245405897,2.3832020774503198,0.01721312205358717,0.06185236389540101,3688,cnn_lstm
array12,1,xgboost,lstm_residual,0.0005129878196882176,1.5322159952609262,1.5320082512432591,0.12560619196079054,0.19443855573435473,3688,lstm_residual
array12,1,xgboost,cnn_lstm_residual,-0.0006238213165151446,-1.6591334912789,-1.6589085392757945,0.09721927786717736,0.19443855573435473,3688,xgboost
array12,1,xgboost,smart_persistence,-0.16510822968958266,-24.661812193744346,-24.658468445889003,2.134227232473442e-124,2.774495402215475e-123,3688,xgboost
array12,1,xgboost,convex_reference,-0.1422621083722205,-25.709237318653866,-25.705751556680195,3.48066371226031e-134,6.265194682068558e-133,3688,xgboost
array12,1,lstm,cnn_lstm,-0.0002573929658124791,-2.4228031763550173,-2.422474682939318,0.015463090973850253,0.06185236389540101,3688,lstm
array12,1,lstm,lstm_residual,-0.0007606058741067321,-4.526804423904461,-4.526190661522967,6.195193373059798e-06,4.336635361141859e-05,3688,lstm
array12,1,lstm,cnn_lstm_residual,-0.0018974150103100943,-8.414980197546928,-8.413839260629265,5.60270468412946e-17,5.60270468412946e-16,3688,lstm
array12,1,lstm,smart_persistence,-0.16638182338337765,-24.867892978035574,-24.86452128891723,2.6684284742645755e-126,4.269485558823321e-125,3688,lstm
array12,1,lstm,convex_reference,-0.14353570206601543,-25.953420824826107,-25.949901955468896,1.6564276198821298e-136,3.478498001752473e-135,3688,lstm
array12,1,cnn_lstm,lstm_residual,-0.0005032129082942532,-2.7142504330548807,-2.713882424045928,0.006680908157867073,0.033404540789335364,3688,cnn_lstm
array12,1,cnn_lstm,cnn_lstm_residual,-0.0016400220444976153,-8.408011529939008,-8.406871537861376,5.938985727379932e-17,5.60270468412946e-16,3688,cnn_lstm
array12,1,cnn_lstm,smart_persistence,-0.16612443041756517,-24.799138137024773,-24.795775769964777,1.1545202649959935e-125,1.7317803974939902e-124,3688,cnn_lstm
array12,1,cnn_lstm,convex_reference,-0.14327830910020295,-25.865928278755305,-25.862421271989984,1.1299985836539044e-135,2.259997167307809e-134,3688,cnn_lstm
array12,1,lstm_residual,cnn_lstm_residual,-0.001136809136203362,-7.376664129137642,-7.375663971295727,2.009309234313276e-13,1.6074473874506209e-12,3688,lstm_residual
array12,1,lstm_residual,smart_persistence,-0.1656212175092709,-24.70965730136691,-24.706307066479116,7.734565198477855e-125,1.0828391277868997e-123,3688,lstm_residual
array12,1,lstm_residual,convex_reference,-0.14277509619190867,-25.771507229846268,-25.768013025067162,8.929743660995566e-135,1.6966512955891576e-133,3688,lstm_residual
array12,1,cnn_lstm_residual,smart_persistence,-0.16448440837306752,-24.55490456599901,-24.551575313110547,2.0511272099951646e-123,2.4613526519941977e-122,3688,cnn_lstm_residual
array12,1,cnn_lstm_residual,convex_reference,-0.14163828705570533,-25.566602078967676,-25.563135656054452,7.785038912938702e-133,1.3234566151995794e-131,3688,cnn_lstm_residual
array12,1,smart_persistence,convex_reference,0.0228461213173622,8.883512479813742,8.882308017401614,1.0033451449531658e-18,1.1036796594484823e-17,3688,convex_reference
array12,3,xgboost,lstm,0.0017133933627265887,1.0931531581616307,1.0924107185957228,0.2747241230867647,1.0,3681,lstm
array12,3,xgboost,cnn_lstm,0.0016365196154640358,1.042323551911066,1.0416156344160301,0.29765834159351195,1.0,3681,cnn_lstm
array12,3,xgboost,lstm_residual,0.0004032315679405879,0.5065379148938051,0.5061938882705989,0.6127508672651844,1.0,3681,lstm_residual
array12,3,xgboost,cnn_lstm_residual,0.00019156436882310785,0.18524680176816524,0.18512098723425138,0.8531443421940895,1.0,3681,cnn_lstm_residual
array12,3,xgboost,smart_persistence,-0.790295183764978,-26.608723742948573,-26.59065182945907,1.1880624095294535e-142,2.0197060962000708e-141,3681,xgboost
array12,3,xgboost,convex_reference,-0.348492505307157,-22.483531722346896,-22.468261525844802,7.105201576747155e-105,8.526241892096586e-104,3681,xgboost
array12,3,lstm,cnn_lstm,-7.687374726255334e-05,-0.7015993820583125,-0.7011228750503352,0.4832706665342531,1.0,3681,lstm
array12,3,lstm,lstm_residual,-0.001310161794786001,-1.4939937852776322,-1.4929791057799524,0.13552838181789773,1.0,3681,lstm
array12,3,lstm,cnn_lstm_residual,-0.001521828993903481,-2.4777634386304666,-2.4760806098355586,0.013328015735488362,0.1332801573548836,3681,lstm
array12,3,lstm,smart_persistence,-0.7920085771277046,-26.69250148857045,-26.674372675539807,1.8274026805918075e-143,3.8375456292427954e-142,3681,lstm
array12,3,lstm,convex_reference,-0.3502058986698836,-22.696459648960065,-22.681044837665226,1.0366115566039976e-106,1.6585784905663962e-105,3681,lstm
array12,3,cnn_lstm,lstm_residual,-0.0012332880475234478,-1.3942799394228782,-1.393332982827409,0.16360326930230948,1.0,3681,cnn_lstm
array12,3,cnn_lstm,cnn_lstm_residual,-0.0014449552466409277,-2.366358582846609,-2.3647514171663806,0.018093787817785513,0.1628440903600696,3681,cnn_lstm
array12,3,cnn_lstm,smart_persistence,-0.791931703380442,-26.692298927749114,-26.674170252292214,1.8357014304327294e-143,3.8375456292427954e-142,3681,cnn_lstm
array12,3,cnn_lstm,convex_reference,-0.35012902492262105,-22.688627474580283,-22.673217982682917,1.211655342891945e-106,1.8174830143379173e-105,3681,cnn_lstm
array12,3,lstm_residual,cnn_lstm_residual,-0.00021166719911748,-0.4866380475944067,-0.4863075364138711,0.626778094306293,1.0,3681,lstm_residual
array12,3,lstm_residual,smart_persistence,-0.7906984153329185,-26.653071988134116,-26.634969954535954,4.41250107774707e-143,8.383752047719433e-142,3681,lstm_residual
array12,3,lstm_residual,convex_reference,-0.3488957368750976,-22.57953263047166,-22.564197232792566,1.0602941988980239e-105,1.4844118784572333e-104,3681,lstm_residual
array12,3,cnn_lstm_residual,smart_persistence,-0.7904867481338012,-26.634856575008907,-26.61676691281846,6.628619947263487e-143,1.1931515905074275e-141,3681,cnn_lstm_residual
array12,3,cnn_lstm_residual,convex_reference,-0.3486840696759801,-22.573167744706982,-22.55783666988328,1.2030466076027573e-105,1.5639605898835846e-104,3681,cnn_lstm_residual
array12,3,smart_persistence,convex_reference,0.44180267845782095,15.145243011091184,15.134956778496264,3.0105143541287037e-50,3.311565789541574e-49,3681,convex_reference
array12,6,xgboost,lstm,0.0009927837517457161,0.582482961895368,0.5816112132878942,0.5608642697094183,1.0,3675,lstm
array12,6,xgboost,cnn_lstm,0.001344993281568027,0.7902039065738916,0.7890212811578029,0.430150480251321,1.0,3675,cnn_lstm
array12,6,xgboost,lstm_residual,-0.0008078220172128981,-1.5426957483040902,-1.5403869376464125,0.12355218158629526,0.8201149301827613,3675,xgboost
array12,6,xgboost,cnn_lstm_residual,-0.0004687237498038755,-0.7534001405764315,-0.7522725959676057,0.4519353361657572,1.0,3675,xgboost
array12,6,xgboost,smart_persistence,-2.096209662180392,-28.50938937493734,-28.466721997325713,3.0074545187022943e-161,6.315654489274818e-160,3675,xgboost
array12,6,xgboost,convex_reference,-0.4058038304530598,-13.985346068854597,-13.964415489321608,3.211182741297277e-43,4.17453756368646e-42,3675,xgboost
array12,6,lstm,cnn_lstm,0.000352209529822311,3.041550249531516,3.036998241373264,0.0024062478390770394,0.024062478390770393,3675,cnn_lstm
array12,6,lstm,lstm_residual,-0.0018006057689586143,-1.4314308098507882,-1.4292885191799642,0.15300634298841795,0.8201149301827613,3675,lstm
array12,6,lstm,cnn_lstm_residual,-0.0014615075015495915,-1.2599442246156651,-1.2580585821245454,0.20845051815825377,0.8338020726330151,3675,lstm
array12,6,lstm,smart_persistence,-2.0972024459321372,-28.45968245279903,-28.417089466960196,9.577666386307179e-161,1.648197760792458e-159,3675,lstm
array12,6,lstm,convex_reference,-0.4067966142048055,-14.045986546536838,-14.02496521198536,1.4305879702394298e-43,2.0028231583352018e-42,3675,lstm
array12,6,cnn_lstm,lstm_residual,-0.0021528152987809247,-1.7041729905590957,-1.701622511783579,0.08891076265681803,0.8001968639113624,3675,cnn_lstm
array12,6,cnn_lstm,cnn_lstm_residual,-0.0018137170313719025,-1.5695266837653155,-1.5671777177174278,0.11715927574039446,0.8201149301827613,3675,cnn_lstm
array12,6,cnn_lstm,smart_persistence,-2.0975546554619595,-28.461612521110595,-28.419016646716262,9.156654226624767e-161,1.648197760792458e-159,3675,cnn_lstm
array12,6,cnn_lstm,convex_reference,-0.4071488237346277,-14.05500552789781,-14.033970695467499,1.2681571772664597e-43,1.9022357658996897e-42,3675,cnn_lstm
array12,6,lstm_residual,cnn_lstm_residual,0.00033909826740902285,1.684179475323358,1.6816589190008666,0.09271998571017472,0.8001968639113624,3675,cnn_lstm_residual
array12,6,lstm_residual,smart_persistence,-2.0954018401631784,-28.47995081028184,-28.437327490658898,5.973110864837131e-161,1.1348910643190549e-159,3675,lstm_residual
array12,6,lstm_residual,convex_reference,-0.4049960084358468,-13.964608572320532,-13.943709028688863,4.230966071891361e-43,4.654062679080497e-42,3675,lstm_residual
array12,6,cnn_lstm_residual,smart_persistence,-2.0957409384305876,-28.4890514043084,-28.446414464664468,4.8316755020704576e-161,9.663351004140915e-160,3675,cnn_lstm_residual
array12,6,cnn_lstm_residual,convex_reference,-0.40533510670325584,-13.977569949459935,-13.956651007728732,3.561200594146587e-43,4.2734407129759044e-42,3675,cnn_lstm_residual
array12,6,smart_persistence,convex_reference,1.6904058317273316,20.50033592982461,20.469654964940393,2.830340143013403e-88,4.528544228821445e-87,3675,convex_reference
array17,1,xgboost,lstm,0.0056392165476717646,9.298377857141476,9.297117145610072,2.4039130160030746e-20,2.644304317603382e-19,3688,lstm
array17,1,xgboost,cnn_lstm,0.005400794588538425,8.431836067145444,8.43069284484107,4.8650302226730823e-17,4.865030222673083e-16,3688,cnn_lstm
array17,1,xgboost,lstm_residual,0.004197017108595291,6.577371435664185,6.5764796491458615,5.4948569718912806e-11,4.3958855775130245e-10,3688,lstm_residual
array17,1,xgboost,cnn_lstm_residual,0.0033408861973042896,4.279516320754696,4.278936086690507,1.925591508406242e-05,0.00013479140558843693,3688,cnn_lstm_residual
array17,1,xgboost,smart_persistence,-0.24152563391733028,-20.88395363373413,-20.88112210316268,1.3105578749146698e-91,1.5726694498976036e-90,3688,xgboost
array17,1,xgboost,convex_reference,-0.21617589343287347,-21.176800033442667,-21.17392879757652,5.302414216275595e-94,7.423379902785833e-93,3688,xgboost
array17,1,lstm,cnn_lstm,-0.00023842195913334013,-0.8662759592205104,-0.8661585060358853,0.38645960361516213,0.38645960361516213,3688,lstm
array17,1,lstm,lstm_residual,-0.001442199439076474,-3.5172044706332937,-3.5167275938809652,0.00044216833910342443,0.0017686733564136977,3688,lstm
array17,1,lstm,cnn_lstm_residual,-0.0022983303503674763,-3.742008278239772,-3.741500921681513,0.00018570883874039198,0.0010643641180249628,3688,lstm
array17,1,lstm,smart_persistence,-0.24716485046500206,-21.36294348129067,-21.360047007345926,1.54854885208598e-95,2.6325330485461663e-94,3688,lstm
array17,1,lstm,convex_reference,-0.22181510998054524,-21.70994144802907,-21.706997926701998,2.002552883836003e-98,4.2053610560556057e-97,3688,lstm
array17,1,cnn_lstm,lstm_residual,-0.0012037774799431341,-2.5273660906744815,-2.527023420197593,0.011544864528332595,0.034634593584997785,3688,cnn_lstm
array17,1,cnn_lstm,cnn_lstm_residual,-0.002059908391234136,-3.7535479137172216,-3.7530389925686936,0.00017739401967082713,0.0010643641180249628,3688,cnn_lstm
array17,1,cnn_lstm,smart_persistence,-0.24692642850586868,-21.348071112503938,-21.34517665501487,2.0554861600672213e-95,3.288777856107554e-94,3688,cnn_lstm
array17,1,cnn_lstm,convex_reference,-0.2215766880214119,-21.68693952666359,-21.68399912402969,3.120022452456736e-98,6.240044904913472e-97,3688,cnn_lstm
array17,1,lstm_residual,cnn_lstm_residual,-0.0008561309112910017,-1.8850954333129866,-1.884839844479419,0.05953004668799666,0.11906009337599333,3688,lstm_residual
array17,1,lstm_residual,smart_persistence,-0.2457226510259256,-21.167901630659152,-21.165031601274304,6.274361898414363e-94,8.156670467938672e-93,3688,lstm_residual
array17,1,lstm_residual,convex_reference,-0.22037291054146874,-21.50800176217743,-21.505085620646547,9.702026267989522e-97,1.746364728238114e-95,3688,lstm_residual
array17,1,cnn_lstm_residual,smart_persistence,-0.24486652011463456,-21.271236787422453,-21.26835274744073,8.85625916855719e-95,1.3284388752835785e-93,3688,cnn_lstm_residual
array17,1,cnn_lstm_residual,convex_reference,-0.21951677963017777,-21.609609243217562,-21.60667932533504,1.3817185725853125e-97,2.6252652879120938e-96,3688,cnn_lstm_residual
array17,1,smart_persistence,convex_reference,0.025349740484456828,7.2653970506339105,7.264411978830775,4.549211778324135e-13,4.094290600491721e-12,3688,convex_reference
array17,3,xgboost,lstm,0.0022501131193103214,2.093929286000419,2.0925071468074496,0.036461509832094716,0.10938452949628415,3681,lstm
array17,3,xgboost,cnn_lstm,0.0035359876561402034,3.224577699033678,3.2223876545287227,0.0012823563994005828,0.006411781997002914,3681,cnn_lstm
array17,3,xgboost,lstm_residual,0.0013879784240448368,1.6628156877525517,1.6616863490609124,0.0966608544885771,0.1933217089771542,3681,lstm_residual
array17,3,xgboost,cnn_lstm_residual,0.007796187189151378,9.579090978215472,9.57258512302532,1.8499292141062995e-21,1.6649362926956695e-20,3681,cnn_lstm_residual
array17,3,xgboost,smart_persistence,-0.7898598787801766,-22.556148105788495,-22.540828590235545,1.6862027267917491e-105,3.2037851809043234e-104,3681,xgboost
array17,3,xgboost,convex_reference,-0.49971310544573105,-21.051218876605986,-21.036921467603516,7.1925697270486206e-93,1.0069597617868069e-91,3681,xgboost
array17,3,lstm,cnn_lstm,0.0012858745368298815,4.258467259246269,4.255575025381525,2.1370876576484742e-05,0.0001495961360353932,3681,cnn_lstm
array17,3,lstm,lstm_residual,-0.0008621346952654847,-0.9707254137416752,-0.9700661237333053,0.33207728561286215,0.33207728561286215,3681,lstm
array17,3,lstm,cnn_lstm_residual,0.005546074069841057,4.7802268820096305,4.776980283356256,1.8488943989694351e-06,1.4791155191755481e-05,3681,cnn_lstm_residual
array17,3,lstm,smart_persistence,-0.7921099918994869,-22.54423479153595,-22.52892336717845,2.1354805029486916e-105,3.843864905307645e-104,3681,lstm
array17,3,lstm,convex_reference,-0.5019632185650414,-21.01106735123419,-20.99679721204368,1.5297026122917685e-92,1.988613395979299e-91,3681,lstm
array17,3,cnn_lstm,lstm_residual,-0.0021480092320953666,-2.30382748096131,-2.3022627846860253,0.021375916645026097,0.08550366658010439,3681,cnn_lstm
array17,3,cnn_lstm,cnn_lstm_residual,0.004260199533011174,3.751634448698468,3.749086441741949,0.00018020734530988666,0.00108124407185932,3681,cnn_lstm_residual
array17,3,cnn_lstm,smart_persistence,-0.7933958664363169,-22.588006022511305,-22.572664869937334,8.961485084992474e-106,1.7922970169984947e-104,3681,cnn_lstm
array17,3,cnn_lstm,convex_reference,-0.5032490931018713,-21.071078440505648,-21.05676754343347,4.9500168892847575e-93,7.425025333927137e-92,3681,cnn_lstm
array17,3,lstm_residual,cnn_lstm_residual,0.006408208765106542,11.257094578712456,11.24944906961796,6.865775434920347e-29,7.552352978412381e-28,3681,cnn_lstm_residual
array17,3,lstm_residual,smart_persistence,-0.7912478572042215,-22.534548448947383,-22.51924360328742,2.5874670091481522e-105,4.398693915551859e-104,3681,lstm_residual
array17,3,lstm_residual,convex_reference,-0.5011010838697758,-20.99239060326843,-20.978133148811573,2.172115289347026e-92,2.6065383472164313e-91,3681,lstm_residual
array17,3,cnn_lstm_residual,smart_persistence,-0.797656065969328,-22.704039654580466,-22.68861969515424,8.912878862654368e-107,1.871704561157417e-105,3681,cnn_lstm_residual
array17,3,cnn_lstm_residual,convex_reference,-0.5075092926348824,-21.269528072376172,-21.25508239377092,1.1654134887992017e-94,1.8646615820787227e-93,3681,cnn_lstm_residual
array17,3,smart_persistence,convex_reference,0.29014677333444566,10.401168189508777,10.394104002081885,5.82411019155586e-25,5.8241101915558604e-24,3681,convex_reference
array17,6,xgboost,lstm,0.0032255385814691077,2.3716111690898143,2.3680617970577194,0.017933035219998086,0.1255312465399866,3675,lstm
array17,6,xgboost,cnn_lstm,0.0024426631902341174,1.7909031384220406,1.788222858621307,0.0738224368481832,0.4429346210890992,3675,cnn_lstm
array17,6,xgboost,lstm_residual,0.0046281724991175345,2.5669684310060834,2.5631266857507766,0.010412895960065314,0.08330316768052251,3675,lstm_residual
array17,6,xgboost,cnn_lstm_residual,0.0005492322340593924,0.1841731027927542,0.183897467870539,0.8541040397877045,1.0,3675,cnn_lstm_residual
array17,6,xgboost,smart_persistence,-1.3290277301553164,-21.36094165040531,-21.328972696193368,2.9200457191766792e-95,6.132096010271027e-94,3675,xgboost
array17,6,xgboost,convex_reference,-0.6382585680441185,-15.244102896698303,-15.221288451741595,8.773833813082892e-51,1.2283367338316048e-49,3675,xgboost
array17,6,lstm,cnn_lstm,-0.0007828753912349906,-2.7356104373822685,-2.731516301166475,0.006334483629663533,0.0570103526669718,3675,lstm
array17,6,lstm,lstm_residual,0.0014026339176484272,0.7632704938270742,0.7621281771695115,0.44603242928048326,1.0,3675,lstm_residual
array17,6,lstm,cnn_lstm_residual,-0.0026763063474097154,-0.8331872280810179,-0.8319402734860181,0.405496726786765,1.0,3675,lstm
array17,6,lstm,smart_persistence,-1.3322532687367854,-21.31790247067404,-21.28599792923887,6.608524528404273e-95,1.255619660396812e-93,3675,lstm
array17,6,lstm,convex_reference,-0.6414841066255875,-15.262610106172353,-15.239767963179577,6.725492308467135e-51,1.0088238462700703e-49,3675,lstm
array17,6,cnn_lstm,lstm_residual,0.0021855093088834167,1.1802511889862384,1.1784848157225123,0.23867970218884102,1.0,3675,lstm_residual
